id,name,nationality,position,age,birth_year,value,height
2001,Matteo Politano,it ITA,FW,25,1993,22000000,171
2179,MĂˇrio Rui,pt POR,DF,28,1991,12000000,168
2181,FabiĂˇn Ruiz PeĂ±a,es ESP,MF,23,1996,50000000,189
2689,Amin Younes,de GER,"FW,MF",25,1993,6000000,168
2711,Piotr ZieliĹ„ski,pl POL,MF,25,1994,32000000,180
64,Miguel AlmirĂłn,py PAR,"MF,FW",25,1994,16000000,174
134,Christian Atsu,gh GHA,"FW,MF",27,1992,4000000,165
262,Nabil Bentaleb,dz ALG,MF,24,1994,4000000,187
458,Andy Carroll,eng ENG,FW,30,1989,3000000,193
523,Ciaran Clark,ie IRL,DF,29,1989,4000000,188
740,Martin DĂşbravka,sk SVK,GK,30,1989,5000000,191
745,Paul Dummett,wal WAL,DF,27,1991,5000000,183
843,Federico FernĂˇndez,ar ARG,DF,30,1989,5000000,190
930,Dwight Gayle,eng ENG,FW,28,1990,9000000,177
1064,Isaac Hayden,eng ENG,MF,24,1995,8000000,186
1199,Joelinton,br BRA,FW,22,1996,20000000,186
1319,Emil Krafth,se SWE,DF,24,1994,4000000,184
1368,Jamaal Lascelles,eng ENG,DF,25,1993,14000000,188
1376,Valentino Lazaro,at AUT,"DF,MF",23,1996,15000000,180
1394,Florian Lejeune,fr FRA,DF,28,1991,4000000,190
1442,Matthew Longstaff,eng ENG,MF,19,2000,3000000,171
1443,Sean Longstaff,eng ENG,MF,21,1997,17000000,181
1532,Javier Manquillo,es ESP,DF,25,1994,4000000,178
1745,Yoshinori MutĹŤ,jp JPN,"FW,MF",27,1992,3000000,178
2115,Matt Ritchie,sco SCO,"DF,MF",29,1989,9000000,173
2165,Danny Rose,eng ENG,DF,29,1990,16000000,173
2199,Allan Saint-Maximin,fr FRA,"MF,FW",22,1997,20000000,173
2261,Fabian SchĂ¤r,ch SUI,"DF,MF",27,1991,13000000,186
2303,Jonjo Shelvey,eng ENG,MF,27,1992,14000000,184
2661,Jetro Willems,nl NED,DF,25,1994,5000000,169
2683,DeAndre Yedlin,us USA,DF,26,1993,6000000,173
135,Youcef Attal,dz ALG,"FW,DF",23,1996,20000000,176
188,Danilo Barbosa,br BRA,"DF,MF",23,1996,6500000,182
252,Walter BenĂ­tez,ar ARG,GK,26,1993,8000000,191
337,Hicham Boudaoui,dz ALG,"MF,FW",19,1999,3000000,175
393,Patrick Burner,fr FRA,DF,23,1996,3000000,170
521,Ibrahim CissĂ©,ci CIV,"DF,FW",20,1999,45000,191
525,Alexis Claude-Maurice,fr FRA,"MF,FW",21,1998,8000000,174
528,Yannis Clementia,fr FRA,GK,22,1997,95000,188
543,Racine Coly,sn SEN,DF,23,1995,2000000,185
598,Wylan Cyprien,fr FRA,MF,24,1995,14000000,180
620,Dante,br BRA,DF,35,1983,1000000,189
708,Kasper Dolberg,dk DEN,FW,21,1997,16000000,187
750,Riza Durmisi,dk DEN,DF,25,1994,2000000,168
913,Ignatius Ganago,cm CMR,"FW,MF",20,1999,3000000,179
1078,Christophe HĂ©relle,mq MTQ,DF,26,1992,5000000,188
1380,MickaĂ«l Le Bihan,fr FRA,FW,29,1990,72500,184
1388,Pierre Lees-Melou,fr FRA,MF,26,1993,8000000,185
1429,Gautier Lloris,fr FRA,DF,24,1995,32500,191
1485,Arnaud Lusamba,fr FRA,"MF,FW",22,1997,2000000,180
1534,Myziane Maolida,fr FRA,"FW,MF",20,1999,7000000,182
1754,Stanley N'Soki,fr FRA,DF,20,1999,8000000,184
1863,Adam Ounas,dz ALG,"MF,FW",22,1996,8000000,172
1930,Andy Pelmard,fr FRA,DF,19,2000,3000000,180
2194,Ihsan Sacko,fr FRA,FW,22,1997,1000000,183
2256,Malang Sarr,fr FRA,DF,20,1999,16000000,182
2384,Bassem Srarfi,tn TUN,"FW,DF",22,1997,1000000,176
2432,Eddy Sylvestre,fr FRA,MF,19,1999,30000,173
2441,Adrien Tameze,cm CMR,MF,25,1994,4500000,180
2484,KhĂ©phren Thuram-Ulie,fr FRA,MF,18,2001,5500000,191
2631,Moussa WaguĂ©,sn SEN,DF,20,1998,6000000,177
2640,RĂ©mi Walter,fr FRA,MF,24,1995,1000000,174
1,Max Aarons,eng ENG,DF,19,2000,20000000,178
72,Ibrahim Amadou,fr FRA,"DF,MF",26,1993,5000000,183
383,Emi BuendĂ­a,ar ARG,"FW,MF",22,1996,14000000,172
398,Sam Byram,eng ENG,DF,25,1993,2000000,183
442,Todd Cantwell,eng ENG,"FW,MF",21,1998,20000000,177
733,Josip DrmiÄ‡,ch SUI,"FW,MF",26,1992,1000000,184
741,Ondrej Duda,sk SVK,MF,24,1994,10000000,181
805,Ralf FĂ¤hrmann,de GER,GK,30,1988,1000000,197
814,Akin Famewo,eng ENG,MF,20,1998,2500,188
963,Ben Godfrey,eng ENG,DF,21,1998,11000000,186
1056,Grant Hanley,sco SCO,DF,27,1991,2000000,188
1085,Onel HernĂˇndez,cu CUB,"FW,MF",26,1993,3000000,172
1140,Adam Idah,ie IRL,"FW,MF",18,2001,2000000,190
1280,Timm Klose,ch SUI,DF,31,1988,2000000,195
1327,Tim Krul,nl NED,GK,31,1988,3000000,193
1392,Moritz Leitner,de GER,MF,26,1992,2000000,174
1411,Jamal Lewis,nir NIR,DF,21,1998,11000000,178
1565,Josh Martin,eng ENG,FW,17,2001,1200000,176
1613,Michael McGovern,nir NIR,GK,35,1984,30000,190
1615,Kenny McLean,sco SCO,MF,27,1992,3000000,180
2029,Teemu Pukki,fi FIN,FW,29,1990,8000000,180
2123,Patrick Roberts,eng ENG,"MF,FW",22,1997,2000000,167
2184,Lukas Rupp,de GER,"FW,MF",28,1991,2000000,178
2385,Dennis Srbeny,de GER,"MF,FW",25,1994,80000,190
2401,Marco Stiepermann,de GER,MF,28,1991,3000000,190
2469,Alexander Tettey,no NOR,"MF,DF",33,1986,1000000,181
2541,Tom Trybull,de GER,MF,26,1993,3000000,181
2624,Mario VranÄŤiÄ‡,ba BIH,MF,30,1989,1500000,187
2713,Christoph Zimmermann,de GER,DF,26,1993,2000000,194
122,JosĂ© Arnaiz,es ESP,"FW,MF",24,1995,2000000,175
143,Ezequiel Ăvila,ar ARG,FW,25,1994,10000000,172
195,Kike Barja,es ESP,"MF,FW",22,1997,80000,179
356,Brandon,es ESP,FW,24,1995,1200000,173
359,Darko BraĹˇanac,rs SRB,MF,27,1992,2000000,178
452,Marc Cardona,es ESP,FW,24,1995,1000000,183
791,Pervis EstupiĂ±Ăˇn,ec ECU,DF,21,1998,6000000,175
908,Enric Gallego,es ESP,FW,32,1986,1000000,190
916,David GarcĂ­a,es ESP,DF,25,1994,2000000,185
923,RubĂ©n GarcĂ­a,es ESP,"MF,FW",26,1993,20000,180
924,Unai GarcĂ­a,es ESP,DF,27,1992,80000,186
1080,Aridane HernĂˇndez,gq EQG,DF,30,1989,3000000,188
1090,Sergio Herrera,es ESP,GK,26,1993,1000000,192
1132,Robert IbĂˇĂ±ez,es ESP,"MF,FW",26,1993,600,175
1370,Toni Lato,es ESP,"DF,MF",21,1997,1500000,171
1418,Lillo,es ESP,DF,30,1989,300,176
1448,AdriĂˇn LĂłpez,es ESP,"FW,MF",31,1988,1000000,183
1570,Javi MartĂ­nez,es ESP,MF,19,1999,20000,180
1643,Fran MĂ©rida,es ESP,MF,29,1990,1000000,173
1685,Jon Moncayola,es ESP,"MF,DF",21,1998,2000000,182
1766,RaĂşl Navas,es ESP,DF,31,1988,1000000,187
1849,Aimar Oroz,es ESP,FW,17,2001,10000,177
1935,Luis Perea,es ESP,"FW,MF",21,1997,40000,191
1947,IĂ±igo PĂ©rez,es ESP,MF,31,1988,47500,178
1948,Juan PĂ©rez,es ESP,GK,23,1996,40000,191
2158,Facundo Roncaglia,ar ARG,DF,32,1987,1000000,179
2172,RubĂ©n,es ESP,GK,35,1984,500,187
2240,Oier Sanjurjo,es ESP,MF,33,1986,800,178
2511,Roberto Torres,es ESP,"MF,FW",30,1989,4000000,178
2606,Nacho Vidal,es ESP,DF,24,1995,2000000,180
2614,Juan Villar,es ESP,FW,31,1988,65000,182
105,Christopher Antwi-Adjei,gh GHA,"MF,FW",25,1994,1000000,173
540,Jamilu Collins,ng NGA,DF,24,1994,2000000,183
726,Mohamed DrĂ¤ger,tn TUN,DF,23,1996,1000000,178
795,Antony Evans,eng ENG,"MF,DF",20,1998,35000,186
891,Samuel Fridjonsson,is ISL,MF,23,1996,400,186
958,Klaus Gjasula,al ALB,MF,29,1989,72500,190
1111,Gerrit Holtmann,de GER,"MF,DF",24,1995,1000000,185
1124,Uwe HĂĽnemeier,de GER,DF,33,1986,32500,189
1126,Jannik Huth,de GER,GK,25,1994,60000,183
1183,Laurent Jans,lu LUX,DF,26,1992,55000,175
1188,Dennis Jastrzembski,pl POL,"DF,MF",19,2000,45000,177
1269,Luca Kilian,de GER,DF,19,1999,1000000,192
1518,Streli Mamba,de GER,FW,25,1994,1000000,174
1655,Sven Michel,de GER,FW,29,1990,1000000,179
1832,Cauly Oliveira Souza,br BRA,"MF,FW",23,1995,1400000,175
2024,Kai PrĂ¶ger,de GER,"MF,FW",27,1992,1000000,177
2116,Marlon Ritter,de GER,MF,24,1994,40000,173
2192,Abdelhamid Sabiri,de GER,MF,22,1996,1000000,186
2278,Sebastian Schonlau,de GER,DF,24,1994,1000000,185
2302,Khiry Shelton,us USA,"FW,MF",26,1993,40000,191
2386,Dennis Srbeny,de GER,"FW,MF",25,1994,80000,190
2408,Christian Strohdiek,de GER,DF,31,1988,47500,192
2579,Sebastian Vasiliadis,gr GRE,MF,21,1997,3000000,177
2716,Leopold Zingerle,de GER,GK,25,1994,1000000,185
2721,Ben Zolinski,de GER,"FW,MF",27,1992,72500,181
108,Adil Aouchiche,fr FRA,MF,17,2002,5000000,181
118,Alphonse Areola,fr FRA,GK,26,1993,13000000,195
169,Mitchel Bakker,nl NED,DF,19,2000,90000,185
285,Juan Bernat,es ESP,"DF,MF",26,1993,16000000,170
397,Marcin Bulka,pl POL,GK,19,1999,900,199
475,Edinson Cavani,uy URU,FW,32,1987,20000000,184
610,Colin Dagba,fr FRA,DF,20,1998,16000000,170
670,Ăngel Di MarĂ­a,ar ARG,"FW,MF",31,1988,32000000,180
676,Abdou Diallo,fr FRA,DF,23,1996,28000000,187
729,Julian Draxler,de GER,MF,25,1993,24000000,187
912,Idrissa Gana Gueye,sn SEN,MF,29,1989,24000000,174
1088,Ander Herrera,es ESP,"MF,DF",29,1989,16000000,182
1139,Mauro Icardi,ar ARG,FW,26,1993,60000000,181
1255,Thilo Kehrer,de GER,DF,22,1996,28000000,186
1272,Presnel Kimpembe,fr FRA,DF,23,1995,28000000,189
1308,Nianzou Kouassi,fr FRA,"DF,MF",17,2002,11000000,187
1337,Layvin Kurzawa,fr FRA,DF,26,1992,12000000,182
1556,Marquinhos,br BRA,"MF,DF",25,1994,70000000,183
1596,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",30,1989,4000000,191
1602,Kylian MbappĂ©,fr FRA,FW,20,1998,180000000,178
1604,LoĂŻc Mbe Soh,fr FRA,DF,18,2001,4000000,187
1650,Thomas Meunier,be BEL,DF,27,1991,24000000,191
1765,Keylor Navas,cr CRC,GK,32,1986,8000000,185
1780,Neymar,br BRA,"MF,FW",27,1992,128000000,175
1893,Leandro Paredes,ar ARG,MF,25,1994,20000000,180
2105,Sergio Rico,es ESP,GK,25,1993,8000000,195
2251,Pablo Sarabia,es ESP,"FW,MF",27,1992,28000000,174
2321,Thiago Silva,br BRA,DF,34,1984,4000000,183
2594,Marco Verratti,it ITA,MF,26,1992,60000000,165
2696,Arthur Zagre,fr FRA,MF,17,2001,6000000,168
70,Bruno Alves,pt POR,DF,37,1981,80000,189
194,Antonino BarillĂ ,it ITA,MF,31,1988,1000000,180
374,GastĂłn Brugman,uy URU,MF,26,1992,2000000,175
447,Gianluca Caprari,it ITA,"FW,MF",26,1993,6000000,171
541,Simone Colombi,it ITA,GK,28,1991,65000,188
559,Andreas Cornelius,dk DEN,FW,26,1993,8000000,193
624,Matteo Darmian,it ITA,DF,29,1989,6000000,183
661,Kastriot Dermaku,al ALB,DF,27,1992,80000,194
905,Riccardo Gagliolo,se SWE,DF,29,1990,2000000,180
941,Gervinho,ci CIV,FW,32,1987,5000000,179
999,Alberto Grassi,it ITA,MF,24,1995,5000000,183
1087,Hernani,br BRA,MF,25,1994,5500000,188
1130,Simone Iacoponi,it ITA,DF,32,1987,1000000,180
1156,Roberto Inglese,it ITA,FW,27,1991,12000000,186
1249,Yann Karamoh,fr FRA,"FW,MF",21,1998,9000000,185
1331,Juraj Kucka,sk SVK,"MF,FW",32,1987,4000000,186
1332,Dejan Kulusevski,se SWE,"FW,MF",19,2000,31000000,186
1336,Jasmin KurtiÄ‡,si SVN,"MF,FW",30,1989,3500000,186
1372,Vincent Laurini,fr FRA,DF,30,1989,1000000,173
1968,Giuseppe Pezzella,it ITA,DF,21,1997,2000000,187
2081,Vasco Regini,it ITA,DF,28,1990,72500,185
2284,Matteo Scozzarella,it ITA,MF,31,1988,80000,170
2294,Luigi Sepe,it ITA,GK,28,1991,4000000,185
2311,Luca Siligardi,it ITA,"FW,MF",31,1988,55000,180
2383,Mattia Sprocati,it ITA,FW,26,1993,1000000,178
11,Tyler Adams,us USA,"DF,MF",20,1999,11000000,176
80,Ethan Ampadu,wal WAL,DF,18,2000,9000000,182
95,AngeliĂ±o,es ESP,DF,22,1997,25000000,171
594,Matheus Cunha,br BRA,"FW,MF",20,1999,13000000,184
653,Diego Demme,de GER,MF,27,1991,13000000,170
871,Emil Forsberg,se SWE,"MF,FW",27,1991,22000000,179
1034,PĂ©ter GulĂˇcsi,hu HUN,GK,29,1990,9000000,190
1049,Amadou Haidara,ml MLI,MF,21,1998,15000000,175
1053,Marcel Halstenberg,de GER,DF,27,1991,17000000,188
1151,Stefan Ilsanker,at AUT,DF,30,1989,2000000,189
1241,Kevin Kampl,si SVN,MF,28,1990,17000000,178
1281,Lukas Klostermann,de GER,DF,23,1996,28000000,189
1295,Ibrahima KonatĂ©,fr FRA,DF,20,1999,40000000,194
1322,Tom KrauĂź,de GER,MF,18,2001,30000,182
1349,Konrad Laimer,at AUT,MF,22,1997,24000000,180
1444,Ademola Lookman,eng ENG,"MF,FW",21,1997,13000000,174
1724,Nordi Mukiele,fr FRA,DF,21,1997,20000000,187
1746,Yvon Mvogo,ch SUI,GK,25,1994,2000000,186
1799,Christopher Nkunku,fr FRA,"MF,FW",21,1997,28000000,175
1837,Dani Olmo,es ESP,"MF,FW",21,1998,33000000,179
1846,Willi Orban,hu HUN,DF,26,1992,16000000,186
2013,Yussuf Poulsen,dk DEN,FW,25,1994,24000000,192
2193,Marcel Sabitzer,at AUT,"MF,FW",25,1994,32000000,177
2252,Marcelo Saracchi,uy URU,DF,21,1998,9000000,172
2264,Patrik Schick,cz CZE,FW,23,1996,20000000,187
2554,Dayot Upamecano,fr FRA,DF,20,1998,45000000,186
2656,Timo Werner,de GER,FW,23,1996,64000000,181
2674,Hannes Wolf,at AUT,"FW,MF",20,1999,11000000,179
117,Alphonse Areola,fr FRA,GK,26,1993,13000000,195
129,Marco Asensio,es ESP,FW,23,1996,32000000,182
174,Gareth Bale,wal WAL,"FW,MF",30,1989,32000000,185
266,Karim Benzema,fr FRA,FW,31,1987,32000000,184
459,Dani Carvajal,es ESP,DF,27,1992,40000000,173
462,Casemiro,br BRA,MF,27,1992,65000000,185
578,Thibaut Courtois,be BEL,GK,27,1992,48000000,199
683,Brahim DĂ­az,es ESP,"FW,MF",19,1999,13000000,171
1065,Eden Hazard,be BEL,"FW,MF",28,1991,80000000,175
1163,Isco,es ESP,"FW,MF",27,1992,20000000,176
1218,Luka JoviÄ‡,rs SRB,FW,21,1997,22000000,182
1223,Vinicius JĂşnior,br BRA,"FW,MF",19,2000,50000000,176
1326,Toni Kroos,de GER,MF,29,1990,48000000,183
1537,Marcelo,br BRA,DF,31,1988,12000000,174
1546,Mariano,do DOM,FW,25,1993,12000000,180
1636,Ferland Mendy,fr FRA,DF,24,1995,32000000,180
1662,Ă‰der MilitĂŁo,br BRA,DF,21,1998,36000000,186
1680,Luka Modric,hr CRO,MF,33,1985,10000000,172
1755,Nacho,es ESP,DF,29,1990,10000000,180
1823,Ălvaro Odriozola,es ESP,DF,23,1995,16000000,176
2062,Sergio Ramos,es ESP,DF,33,1986,14000000,184
2139,James RodrĂ­guez,co COL,MF,28,1991,32000000,181
2143,Rodrygo,br BRA,FW,18,2001,45000000,174
2573,Federico Valverde,uy URU,MF,21,1998,54000000,182
2574,RaphaĂ«l Varane,fr FRA,DF,26,1993,64000000,191
2584,Lucas VĂˇzquez,es ESP,"MF,FW",28,1991,16000000,173
93,Miguel Ăngel MoyĂˇ,es ESP,GK,35,1984,1000000,189
203,Ander Barrenetxea,es ESP,"FW,MF",17,2001,9000000,178
768,Aritz Elustondo,es ESP,DF,25,1994,8000000,182
989,Andoni Gorosabel,es ESP,DF,22,1996,1000000,174
1025,Ander Guevara,es ESP,MF,22,1997,6000000,180
1150,Asier Illarramendi,es ESP,MF,29,1990,14000000,179
1162,Alexander Isak,se SWE,FW,19,1999,22000000,190
1185,Adnan Januzaj,be BEL,"FW,MF",24,1995,9000000,186
1211,Willian JosĂ©,br BRA,FW,27,1991,24000000,189
1381,Robin Le Normand,fr FRA,DF,22,1996,12000000,187
1426,Diego Llorente,es ESP,DF,25,1993,20000000,186
1456,Roberto LĂłpez,es ESP,MF,19,2000,90000,178
1644,Mikel Merino,es ESP,MF,23,1996,24000000,189
1689,Nacho Monreal,es ESP,DF,33,1986,3000000,180
1731,Aihen MuĂ±oz,es ESP,DF,21,1997,4000000,175
1866,Mikel Oyarzabal,es ESP,"FW,MF",22,1997,48000000,181
1872,Jon Pacheco,es ESP,DF,18,2001,20000,184
2009,Portu,es ESP,"FW,MF",27,1992,16000000,168
2090,Ălex Remiro,es ESP,GK,24,1995,12000000,191
2134,KĂ©vin Rodrigues,pt POR,DF,25,1994,2000000,170
2238,Luca Sangalli,es ESP,MF,24,1995,2000000,167
2699,Joseba Zaldua,es ESP,DF,27,1992,10000000,176
2723,Igor Zubeldia,es ESP,"MF,DF",22,1997,24000000,180
2725,MartĂ­n Zubimendi,es ESP,MF,20,1999,25000,180
2729,David Zurutuza,es ESP,MF,33,1986,1000000,186
2730,Martin Ădegaard,no NOR,MF,20,1998,45000000,178
2,Yunis Abdelhamid,ma MAR,DF,31,1987,2000000,190
294,El Bilal TourĂ©,ml MLI,FW,17,2001,2000000,185
411,Mathieu Cafaro,fr FRA,"FW,MF",22,1997,6000000,175
463,Moreto CassamĂŁ,gw GNB,MF,21,1998,2500000,165
497,Xavier Chavalerin,fr FRA,MF,28,1991,4000000,179
671,Boulaye Dia,sn SEN,FW,22,1996,4000000,180
693,Tristan DingomĂ©,cm CMR,MF,28,1991,1000000,174
698,Axel Disasi,fr FRA,DF,21,1998,7000000,190
714,Anastasios Donis,gr GRE,"FW,MF",22,1996,2000000,178
722,Moussa Doumbia,ml MLI,"FW,MF",24,1994,2000000,173
867,Thomas Foket,be BEL,DF,24,1994,4000000,177
1128,Suk Hyun-jun,kr KOR,"FW,MF",28,1991,1400000,190
1240,Hassane Kamara,gm GAM,"DF,FW",24,1994,4000000,168
1294,Ghislain Konan,ci CIV,DF,23,1995,5000000,176
1338,Dereck Kutesa,ch SUI,"FW,MF",21,1997,1000000,178
1396,Nicolas LemaĂ®tre,fr FRA,GK,22,1997,32500,189
1542,Dario Maresic,at AUT,DF,19,1999,2000000,183
1606,Nathanael Mbuku,fr FRA,"MF,FW",17,2002,5000000,170
1729,Marshall Munetsi,zw ZIM,MF,23,1996,80000,187
1796,TimothĂ©e Nkada,fr FRA,"FW,MF",20,1999,300,177
1860,Remi Oudin,fr FRA,"FW,MF",22,1996,7000000,185
2055,Predrag RajkoviÄ‡,rs SRB,GK,23,1995,9000000,192
2151,Alaixys Romao,tg TOG,MF,35,1984,32500,180
2309,Kaj Sierhuis,nl NED,FW,21,1998,2000000,180
2335,Sambou Sissoko,fr FRA,"MF,FW",20,1999,45000,179
2709,Arber Zeneli,xk KVX,MF,24,1995,5000000,176
317,Sacha Boey,fr FRA,DF,18,2000,1000000,178
344,Benjamin Bourigeaud,fr FRA,MF,25,1994,12000000,177
431,Eduardo Camavinga,fr FRA,MF,16,2002,37000000,182
604,Lucas Da Cunha,fr FRA,MF,18,2001,1000000,176
606,Damien Da Silva,fr FRA,DF,31,1988,4000000,184
642,Romain Del Castillo,fr FRA,"FW,MF",23,1996,4000000,172
680,Raphael Dias Belloli,br BRA,"MF,FW",22,1996,18000000,175
724,Souleyman Doumbia,ci CIV,DF,22,1996,1000000,183
933,Yann Gboho,fr FRA,FW,18,2001,2000000,178
937,JĂ©rĂ©my GĂ©lin,fr FRA,"DF,MF",22,1997,4000000,183
961,Joris Gnagnon,fr FRA,DF,22,1997,4000000,182
1006,ClĂ©ment Grenier,fr FRA,MF,28,1991,5000000,186
1033,Rafik Guitane,fr FRA,"MF,DF",20,1999,2000000,164
1125,Adrien Hunou,fr FRA,"FW,MF",25,1994,4000000,179
1383,James Lea Siliki,fr FRA,MF,23,1996,5000000,183
1535,Faitout Maouassa,fr FRA,DF,21,1998,8000000,170
1563,Jonas Martin,fr FRA,MF,29,1990,2000000,184
1635,Edouard Mendy,sn SEN,GK,27,1992,7000000,196
1701,JĂ©rĂ©my Morel,mg MAD,DF,35,1984,25000,172
1788,M'Baye Niang,sn SEN,FW,24,1994,12000000,188
1811,Gerzino Nyamsi,fr FRA,DF,22,1997,1000000,194
1814,Steven Nzonzi,fr FRA,MF,30,1988,11000000,196
2212,Romain Salin,fr FRA,GK,35,1984,20000,189
2308,Theoson Siebatcheu,fr FRA,FW,23,1996,3500000,190
2439,Flavien Tait,fr FRA,"MF,FW",26,1993,4000000,175
2527,Hamari TraorĂ©,ml MLI,DF,27,1992,4000000,175
103,Mirko Antonucci,it ITA,"FW,MF",20,1999,90000,178
584,Bryan Cristante,it ITA,MF,24,1995,20000000,186
682,Amadou Diawara,gn GUI,MF,22,1997,18000000,183
754,Edin DĹľeko,ba BIH,FW,33,1986,10000000,193
823,Federico Fazio,ar ARG,DF,32,1987,3000000,195
859,Alessandro Florenzi,it ITA,"DF,FW",28,1991,16000000,173
897,Daniel Fuzato,br BRA,GK,22,1997,40000,190
1133,Roger Ibanez,br BRA,DF,20,1998,15000000,186
1196,Juan Jesus,br BRA,DF,28,1991,3500000,185
1234,Nikola KaliniÄ‡,hr CRO,FW,31,1988,5500000,187
1282,Justin Kluivert,nl NED,FW,20,1999,22000000,171
1291,Aleksandar Kolarov,rs SRB,DF,33,1985,6000000,187
1455,Pau LĂłpez,es ESP,GK,24,1994,19000000,189
1521,Gianluca Mancini,it ITA,"DF,MF",23,1996,22000000,190
1646,YÄ±ldÄ±rÄ±m Mert Ă‡etin,tr TUR,DF,22,1997,4000000,189
1672,Antonio Mirante,it ITA,GK,36,1983,65000,193
1678,Henrikh Mkhitaryan,am ARM,"MF,FW",30,1989,20000000,177
1901,Javier Pastore,ar ARG,MF,30,1989,8000000,187
1927,Lorenzo Pellegrini,it ITA,MF,23,1996,32000000,186
1942,Bruno Peres,br BRA,DF,29,1990,2000000,178
1946,Carles PĂ©rez,es ESP,"FW,MF",21,1998,9000000,173
1955,Diego Perotti,ar ARG,"FW,MF",31,1988,6000000,179
2246,Davide Santon,it ITA,DF,28,1991,4000000,187
2349,Chris Smalling,eng ENG,DF,29,1989,16000000,194
2381,Leonardo Spinazzola,it ITA,DF,26,1993,14000000,186
2553,Cengiz Ăśnder,tr TUR,FW,22,1997,24000000,173
2593,Jordan Veretout,fr FRA,MF,26,1993,20000000,177
2612,Gonzalo Villar,es ESP,MF,21,1998,2000000,181
2702,NicolĂ˛ Zaniolo,it ITA,"FW,MF",20,1999,45000000,190
2705,Davide Zappacosta,it ITA,DF,27,1992,12000000,182
5,Charles Abi,fr FRA,FW,19,2000,1000000,187
29,Jean-Eudes Aholou,ci CIV,MF,25,1994,4000000,187
166,Stefan Bajic,fr FRA,GK,17,2001,30000,191
254,Bilal Benkhedim,fr FRA,"MF,FW",18,2001,1200000,175
276,Robert BeriÄ‡,si SVN,"FW,MF",28,1991,2400000,188
336,Denis Bouanga,ga GAB,"FW,DF",24,1994,8000000,180
338,Ryad Boudebouz,dz ALG,"MF,FW",29,1990,2000000,177
402,Yohan Cabaye,fr FRA,MF,33,1986,80000,173
427,Mahdi Camara,fr FRA,MF,21,1998,1000000,178
637,Mathieu Debuchy,fr FRA,DF,34,1985,2000000,177
694,Lois Diony,fr FRA,FW,26,1992,2200000,183
697,Assane DioussĂ©,sn SEN,MF,21,1997,2000000,175
864,Wesley Fofana,fr FRA,DF,18,2000,5000000,190
1054,Romain Hamouma,fr FRA,"FW,MF",32,1987,2000000,179
1113,Franck Honorat,fr FRA,"FW,DF",22,1996,1000000,180
1265,Wahbi Khazri,tn TUN,"FW,MF",28,1991,7000000,182
1293,TimothĂ©e Kolodziejczak,fr FRA,DF,27,1991,4000000,185
1489,Yann M'Vila,fr FRA,"MF,DF",29,1990,6000000,182
1714,Harold Moukoudi,cm CMR,DF,21,1997,3000000,191
1715,Jessy Moulin,fr FRA,GK,33,1986,25000,185
1804,Arnaud Nordin,fr FRA,FW,21,1998,4000000,170
1880,Sergi Palencia,es ESP,DF,23,1996,2000000,172
1957,LoĂŻc Perrin,fr FRA,DF,33,1985,1000000,181
2118,Maxence Rivera,fr FRA,MF,17,2002,15000,168
2176,StĂ©phane Ruffier,fr FRA,GK,32,1986,2000000,188
2210,William Saliba,fr FRA,DF,18,2001,22000000,193
2531,Miguel Trauco,pe PER,DF,26,1992,1000000,175
2692,Zaydou Youssouf,fr FRA,MF,20,1999,7000000,182
130,Kristoffer Askildsen,no NOR,MF,18,2001,1000000,190
137,Emil Audero,it ITA,GK,22,1997,12000000,192
138,Tommaso Augello,it ITA,DF,24,1994,80000,180
204,Ă‰dgar Barreto,py PAR,MF,35,1984,40000,180
271,Bartosz BereszyĹ„ski,pl POL,DF,27,1992,6000000,183
287,Andrea Bertolacci,it ITA,MF,28,1991,2000000,179
323,Federico Bonazzoli,it ITA,"FW,MF",22,1997,1000000,182
446,Gianluca Caprari,it ITA,"FW,MF",26,1993,6000000,171
485,Julian Chabot,de GER,DF,21,1998,3000000,195
539,Omar Colley,gm GAM,DF,26,1992,5000000,191
603,Felice D'Amico,it ITA,MF,18,2000,25000,175
659,Fabio Depaoli,it ITA,"MF,DF",22,1997,4000000,182
763,Albin Ekdal,se SWE,MF,30,1989,3000000,186
810,Wladimiro Falcone,it ITA,GK,24,1995,15000,195
849,Alex Ferrari,it ITA,DF,25,1994,2000000,191
899,Manolo Gabbiadini,it ITA,FW,27,1991,9000000,186
1181,Jakub Jankto,cz CZE,MF,23,1996,9000000,184
1341,Antonino La Gumina,it ITA,FW,23,1996,3000000,182
1407,Mehdi LĂ©ris,fr FRA,"MF,FW",21,1998,2000000,186
1423,Karol Linetty,pl POL,MF,24,1995,11000000,176
1555,Gonzalo Maroni,ar ARG,MF,20,1999,4000000,170
1736,Jeison Murillo,co COL,DF,27,1992,6000000,182
1739,Nicola Murru,it ITA,DF,24,1994,5000000,180
2034,Fabio Quagliarella,it ITA,FW,36,1983,1000000,180
2058,GastĂłn RamĂ­rez,uy URU,"MF,FW",28,1990,6000000,183
2080,Vasco Regini,it ITA,DF,28,1990,72500,185
2107,Emiliano Rigoni,ar ARG,"MF,FW",26,1993,6000000,180
2482,Morten Thorsby,no NOR,"MF,DF",23,1996,2000000,189
2503,Lorenzo Tonelli,it ITA,DF,29,1990,2000000,183
2607,Ronaldo Vieira,gw GNB,MF,21,1998,6000000,178
